79	156	4765
62	125	1831
80	159	2250
81	160	2618
71	142	2407
78	155	2791
83	164	2596
71	140	2400
77	152	3210
75	150	3085
71	140	2810
81	160	3640
61	122	3720
79	158	2581
78	155	884
62	123	2303
79	158	3104
73	144	1727
80	159	4570
79	156	1696
89	176	4121
61	122	1694
82	163	4007
83	164	2730
83	166	3245
87	172	3519
71	140	4311
67	133	3710
70	139	3368
76	151	3131
71	142	2356
69	136	2175
77	154	1713
64	127	4436
71	140	3397
83	164	2477
60	121	3134
73	144	3619
71	140	2816
73	144	5189
69	136	3033
73	146	1731
76	151	2980
85	168	4691
64	129	1917
81	162	2735
87	172	4078
85	170	1121
113	226	2418
79	156	2539
76	151	3421
67	133	2842
58	117	2455
82	163	3057
64	127	3785
82	163	3441
75	148	4411
76	151	1803
73	144	4066
87	172	4154
85	170	3820
81	160	4046
78	155	2218
71	142	3285
79	156	1757
75	148	1975
77	154	4409
81	160	4352
63	126	2842
82	163	1997
80	159	4009
77	154	4908
68	135	2504
64	129	3019
81	160	2633
93	186	2262
87	174	5144
75	150	4793
80	159	2639
109	218	2598
74	147	4090
75	150	3340
85	170	3699
78	155	2331
72	143	4571
79	158	1993
71	140	2309
62	125	2689
69	138	1286
85	170	3657
67	133	2582
69	138	3676
79	156	2235
71	140	3348
80	159	4758
73	144	2734
60	121	4227
64	127	1528
79	158	1283
80	159	2345
104	207	1830
70	139	3632
73	146	4327
72	143	1481
73	146	3755
65	130	3440
58	115	2803
58	115	4837
86	171	3908
83	164	3369
89	178	2334
72	143	1691
79	158	3282
85	168	4118
77	152	3732
69	136	2683
75	150	3528
77	154	3871
70	139	3351
76	151	2482
53	106	2746
74	147	2809
91	182	4293
73	146	3769
56	113	3833
75	148	4363
64	127	3981
83	166	3625
58	115	2244
64	127	2225
78	155	3059
75	148	3708
79	156	3719
85	170	2512
79	158	1505
75	148	3505
83	166	3605
84	167	3860
75	148	2521
77	154	1902
76	151	2162
79	156	3179
76	151	3570
83	164	3517
84	167	3404
42	85	3219
69	136	3936
69	136	3394
73	146	3270
80	159	5692
95	190	3682
76	151	4206
77	154	2825
76	151	3631
68	135	3390
83	166	4197
77	154	2016
82	163	4882
67	133	2144
80	159	3729
62	123	1889
75	150	2504
83	164	2910
57	114	2272
77	154	3509
71	142	2445
82	163	3358
66	131	3084
81	162	3749
81	160	2580
79	156	4021
81	162	1383
107	212	3407
74	147	3074
87	174	2971
83	164	5340
93	186	4260
75	150	1418
95	188	3618
76	151	1951
76	151	2026
83	164	4169
72	143	4323
61	122	3499
53	106	908
86	171	3049
77	154	2908
75	148	2554
76	151	2514
69	138	2511
63	126	3455
75	148	3799
65	130	4057
78	155	1887
74	147	3124
75	148	2941
80	159	4691
84	167	4359
89	176	2459
108	215	2310
74	147	3690
103	206	1102
94	187	5265
73	144	3440
73	146	2797
79	158	3373
68	135	3518
86	171	1167
60	119	4404
72	143	2506
77	152	3225
83	166	3095
85	168	3524
79	158	2565
81	160	4192
67	134	4121
64	127	2972
87	174	2958
83	164	3704
77	154	3440
75	148	2285
81	160	2259
64	129	1602
83	164	4180
79	158	2696
82	163	4527
78	155	4426
86	171	4945
75	148	3448
61	122	2485
75	148	4093
76	151	3031
66	131	3603
67	133	4287
81	160	2523
74	147	4340
73	146	4667
60	121	2142
68	135	2074
75	150	3905
81	160	3322
76	151	2052
85	168	3222
103	206	1965
67	134	1872
80	159	2132
70	139	2461
90	179	2961
75	150	4572
75	148	3977
79	156	580
77	152	2586

